ID,weather,time,coupon,expiration,Y
18556,Sunny,6PM,Bar,2h,0
11992,Sunny,10AM,Coffee House,2h,1
18156,Rainy,10AM,Carry out & Take away,2h,1
20416,Sunny,10PM,Restaurant(<20),1d,0
13164,Sunny,2PM,Restaurant(<20),1d,1
21091,Rainy,10PM,Coffee House,2h,1
14200,Sunny,10AM,Coffee House,1d,1
21004,Snowy,10PM,Coffee House,2h,0
17644,Sunny,6PM,Coffee House,1d,1
14311,Sunny,6PM,Restaurant(20-50),2h,0
16674,Sunny,6PM,Coffee House,2h,0
10122,Sunny,10AM,Coffee House,2h,0
13219,Sunny,6PM,Bar,1d,1
13032,Sunny,2PM,Coffee House,1d,0
19954,Sunny,6PM,Restaurant(20-50),1d,1
14897,Sunny,10AM,Coffee House,2h,1
11251,Sunny,6PM,Restaurant(20-50),1d,0
13167,Sunny,2PM,Coffee House,2h,0
13972,Sunny,7AM,Restaurant(20-50),1d,0
18559,Snowy,7AM,Restaurant(20-50),1d,1
17052,Rainy,2PM,Restaurant(<20),2h,1
20000,Sunny,6PM,Restaurant(<20),1d,1
14361,Sunny,10PM,Restaurant(<20),2h,1
21831,Rainy,6PM,Bar,2h,0
16878,Sunny,10PM,Carry out & Take away,1d,0
17735,Snowy,10AM,Carry out & Take away,1d,1
14239,Sunny,10AM,Bar,1d,1
14634,Sunny,10AM,Coffee House,2h,0
20680,Sunny,7AM,Bar,1d,0
17135,Sunny,6PM,Coffee House,1d,1
21896,Sunny,10AM,Restaurant(<20),2h,0
11081,Sunny,2PM,Coffee House,2h,0
14458,Sunny,2PM,Restaurant(<20),2h,0
11731,Sunny,10AM,Coffee House,2h,0
18338,Rainy,7AM,Restaurant(<20),2h,0
11689,Sunny,10AM,Coffee House,2h,1
14770,Sunny,10AM,Restaurant(20-50),2h,0
20053,Snowy,7AM,Carry out & Take away,1d,0
20411,Sunny,6PM,Carry out & Take away,1d,1
11277,Sunny,7AM,Restaurant(20-50),1d,0
19492,Sunny,10PM,Carry out & Take away,1d,0
12151,Sunny,6PM,Coffee House,2h,1
10802,Sunny,6PM,Coffee House,2h,0
13636,Sunny,10AM,Coffee House,2h,1
12828,Sunny,2PM,Carry out & Take away,1d,1
16839,Sunny,7AM,Bar,1d,0
20035,Rainy,10AM,Coffee House,1d,1
17096,Sunny,10AM,Coffee House,1d,1
18506,Sunny,2PM,Restaurant(20-50),1d,1
16891,Sunny,10AM,Restaurant(<20),2h,1
11479,Sunny,2PM,Restaurant(<20),1d,1
12993,Sunny,2PM,Carry out & Take away,1d,1
17897,Snowy,10PM,Restaurant(20-50),2h,0
12518,Sunny,10AM,Carry out & Take away,2h,0
15164,Sunny,10PM,Restaurant(<20),2h,0
21304,Snowy,2PM,Restaurant(<20),1d,1
12280,Sunny,6PM,Restaurant(<20),2h,1
18363,Sunny,7AM,Restaurant(<20),1d,1
22636,Sunny,6PM,Restaurant(<20),2h,0
17225,Rainy,10PM,Bar,2h,0
18495,Rainy,6PM,Carry out & Take away,2h,1
16250,Sunny,10PM,Bar,1d,1
22407,Rainy,10PM,Coffee House,2h,0
16970,Sunny,6PM,Bar,2h,0
22622,Sunny,6PM,Carry out & Take away,2h,1
10166,Sunny,10AM,Coffee House,2h,0
20739,Snowy,7AM,Carry out & Take away,1d,0
16066,Sunny,7AM,Carry out & Take away,1d,0
14558,Sunny,6PM,Restaurant(<20),2h,0
18051,Snowy,10PM,Restaurant(20-50),2h,0
13310,Sunny,7AM,Coffee House,2h,0
15060,Sunny,7AM,Coffee House,1d,1
15118,Sunny,10PM,Carry out & Take away,1d,1
19514,Snowy,2PM,Bar,1d,1
18859,Sunny,6PM,Restaurant(<20),1d,1
18457,Sunny,6PM,Coffee House,1d,1
15886,Sunny,6PM,Restaurant(<20),2h,1
11273,Sunny,6PM,Restaurant(20-50),1d,0
16986,Sunny,2PM,Restaurant(20-50),1d,0
15575,Sunny,6PM,Coffee House,1d,0
21525,Rainy,2PM,Carry out & Take away,2h,1
15910,Sunny,10PM,Restaurant(<20),2h,0
21085,Rainy,10AM,Bar,1d,1
20135,Rainy,6PM,Coffee House,1d,0
14767,Sunny,6PM,Restaurant(<20),1d,1
17120,Sunny,6PM,Carry out & Take away,2h,1
12457,Sunny,6PM,Restaurant(<20),2h,1
19552,Rainy,7AM,Bar,1d,1
20644,Rainy,10AM,Coffee House,1d,0
19191,Sunny,10PM,Restaurant(<20),1d,1
19857,Sunny,2PM,Restaurant(20-50),1d,1
18608,Sunny,10AM,Coffee House,1d,0
21760,Sunny,10AM,Carry out & Take away,2h,1
13911,Sunny,10AM,Coffee House,2h,0
17651,Rainy,10AM,Carry out & Take away,2h,1
16782,Sunny,10PM,Coffee House,1d,1
18013,Sunny,7AM,Restaurant(<20),1d,1
16325,Sunny,10AM,Coffee House,2h,1
12100,Sunny,2PM,Coffee House,2h,1
13365,Sunny,2PM,Coffee House,2h,1
10118,Sunny,6PM,Coffee House,2h,0
12147,Sunny,10AM,Carry out & Take away,2h,1
10529,Sunny,2PM,Carry out & Take away,1d,1
14112,Sunny,2PM,Coffee House,1d,0
13980,Sunny,2PM,Coffee House,1d,0
13249,Sunny,7AM,Coffee House,2h,1
12913,Sunny,7AM,Carry out & Take away,2h,0
13204,Sunny,7AM,Restaurant(<20),1d,1
16802,Sunny,10PM,Restaurant(20-50),1d,0
11558,Sunny,6PM,Bar,1d,1
13607,Sunny,2PM,Coffee House,2h,0
13865,Sunny,7AM,Coffee House,2h,0
11697,Sunny,7AM,Restaurant(<20),1d,1
10418,Sunny,10AM,Bar,2h,0
18418,Rainy,10AM,Carry out & Take away,2h,1
10793,Sunny,2PM,Carry out & Take away,1d,1
22665,Sunny,10AM,Carry out & Take away,2h,1
13359,Sunny,10AM,Coffee House,2h,0
11934,Sunny,6PM,Coffee House,2h,1
21761,Snowy,2PM,Restaurant(<20),1d,1
12085,Sunny,6PM,Coffee House,2h,0
20098,Sunny,10AM,Coffee House,2h,1
16476,Sunny,6PM,Restaurant(<20),1d,1
12013,Sunny,2PM,Carry out & Take away,1d,1
14505,Sunny,2PM,Coffee House,1d,1
16505,Sunny,6PM,Coffee House,1d,1
21480,Rainy,10AM,Bar,1d,0
22552,Sunny,10AM,Restaurant(<20),2h,0
18595,Snowy,2PM,Coffee House,2h,1
20105,Sunny,2PM,Coffee House,1d,1
18905,Rainy,6PM,Coffee House,1d,1
17504,Rainy,10PM,Bar,1d,0
10322,Sunny,7AM,Coffee House,2h,0
16141,Sunny,2PM,Restaurant(<20),2h,0
11874,Sunny,7AM,Coffee House,2h,0
17935,Snowy,10AM,Carry out & Take away,1d,1
16331,Sunny,6PM,Coffee House,1d,0
21579,Sunny,6PM,Carry out & Take away,2h,1
20501,Sunny,10PM,Restaurant(20-50),1d,0
21114,Snowy,10PM,Coffee House,2h,1
13100,Sunny,10AM,Carry out & Take away,2h,1
16775,Sunny,7AM,Bar,1d,0
14010,Sunny,6PM,Coffee House,1d,0
12456,Sunny,2PM,Coffee House,1d,1
15794,Sunny,6PM,Restaurant(<20),1d,1
12516,Sunny,2PM,Restaurant(<20),1d,1
18898,Sunny,6PM,Carry out & Take away,1d,1
10229,Sunny,6PM,Restaurant(20-50),1d,1
10042,Sunny,7AM,Restaurant(<20),1d,1
18726,Rainy,2PM,Restaurant(<20),2h,1
10403,Sunny,7AM,Coffee House,2h,0
20317,Sunny,10PM,Coffee House,1d,1
12593,Sunny,2PM,Carry out & Take away,1d,1
19108,Rainy,7AM,Bar,1d,1
10342,Sunny,7AM,Coffee House,2h,0
19087,Snowy,7AM,Carry out & Take away,1d,1
14602,Sunny,6PM,Restaurant(<20),2h,1
19647,Rainy,10PM,Restaurant(20-50),2h,1
15582,Sunny,7AM,Coffee House,2h,1
22574,Rainy,2PM,Carry out & Take away,2h,0
20882,Sunny,6PM,Restaurant(<20),2h,1
17356,Snowy,10PM,Carry out & Take away,1d,1
19717,Sunny,6PM,Restaurant(20-50),1d,1
16786,Sunny,6PM,Coffee House,2h,1
17825,Snowy,10AM,Carry out & Take away,1d,1
19223,Sunny,7AM,Coffee House,1d,0
20456,Sunny,6PM,Restaurant(20-50),2h,1
21758,Sunny,10PM,Bar,1d,1
12228,Sunny,10AM,Coffee House,2h,0
18736,Sunny,7AM,Restaurant(<20),1d,1
21744,Snowy,10AM,Restaurant(<20),1d,0
22290,Sunny,10AM,Restaurant(<20),2h,1
12721,Sunny,6PM,Restaurant(<20),2h,1
10402,Sunny,6PM,Coffee House,2h,0
16062,Sunny,10PM,Bar,1d,0
20562,Sunny,10PM,Restaurant(20-50),1d,0
13630,Sunny,2PM,Coffee House,1d,1
15772,Sunny,10PM,Carry out & Take away,1d,0
20965,Sunny,6PM,Restaurant(20-50),1d,1
20602,Rainy,10PM,Restaurant(20-50),2h,0
16282,Sunny,2PM,Restaurant(<20),2h,1
11480,Sunny,10AM,Coffee House,2h,1
10390,Sunny,10AM,Carry out & Take away,2h,1
18367,Sunny,10AM,Coffee House,1d,1
14479,Sunny,10AM,Coffee House,2h,1
22348,Sunny,6PM,Restaurant(<20),2h,1
15301,Sunny,7AM,Carry out & Take away,1d,1
12571,Sunny,2PM,Restaurant(<20),1d,0
13197,Sunny,6PM,Bar,1d,1
15692,Sunny,7AM,Restaurant(20-50),2h,0
16733,Snowy,7AM,Restaurant(<20),2h,0
20951,Sunny,10PM,Bar,1d,0
10810,Sunny,10AM,Coffee House,2h,1
15448,Sunny,10PM,Carry out & Take away,1d,1
21162,Snowy,10PM,Coffee House,2h,0
13023,Sunny,7AM,Carry out & Take away,2h,0
21661,Sunny,10AM,Carry out & Take away,2h,0
22682,Snowy,7AM,Bar,1d,0
11287,Sunny,2PM,Carry out & Take away,1d,1
21487,Rainy,10PM,Coffee House,2h,0
21894,Rainy,10AM,Bar,1d,1
11760,Sunny,7AM,Bar,1d,1
16601,Sunny,7AM,Bar,1d,0
17657,Sunny,6PM,Coffee House,1d,1
14054,Sunny,6PM,Coffee House,1d,0
21687,Snowy,7AM,Restaurant(<20),1d,1
16516,Sunny,7AM,Coffee House,1d,1
21057,Sunny,7AM,Restaurant(20-50),2h,1
13908,Sunny,7AM,Restaurant(<20),1d,1
17153,Snowy,6PM,Bar,1d,0
16374,Sunny,6PM,Coffee House,1d,1
13894,Sunny,2PM,Coffee House,1d,0
20664,Sunny,10PM,Coffee House,1d,0
12820,Sunny,7AM,Restaurant(<20),1d,1
16790,Snowy,10PM,Restaurant(20-50),2h,0
10628,Sunny,7AM,Bar,1d,0
13263,Sunny,6PM,Bar,1d,0
14798,Sunny,10PM,Restaurant(<20),2h,0
17248,Snowy,10AM,Carry out & Take away,1d,1
14376,Sunny,2PM,Coffee House,2h,1
11563,Sunny,7AM,Restaurant(20-50),1d,1
16508,Sunny,6PM,Restaurant(<20),2h,1
22356,Snowy,10AM,Restaurant(<20),1d,1
11839,Sunny,6PM,Coffee House,2h,1
21977,Snowy,6PM,Bar,1d,0
13697,Sunny,10AM,Coffee House,2h,1
14405,Sunny,7AM,Coffee House,2h,1
10783,Sunny,7AM,Restaurant(20-50),1d,1
13809,Sunny,10AM,Bar,2h,0
16131,Sunny,7AM,Coffee House,2h,0
16974,Sunny,7AM,Restaurant(<20),1d,1
21055,Snowy,7AM,Restaurant(<20),1d,1
17902,Snowy,7AM,Restaurant(20-50),1d,1
18360,Rainy,7AM,Restaurant(<20),2h,1
17311,Sunny,6PM,Carry out & Take away,1d,1
13115,Sunny,10AM,Coffee House,2h,0
17140,Sunny,2PM,Restaurant(20-50),1d,0
14394,Sunny,2PM,Coffee House,1d,0
19807,Sunny,7AM,Bar,1d,0
17479,Snowy,7AM,Restaurant(20-50),1d,1
18890,Sunny,10AM,Coffee House,2h,1
21244,Sunny,10PM,Restaurant(20-50),1d,0
19377,Sunny,7AM,Restaurant(<20),1d,1
15227,Sunny,6PM,Coffee House,1d,0
19250,Sunny,10PM,Coffee House,1d,0
13723,Sunny,2PM,Carry out & Take away,1d,1
13259,Sunny,10AM,Bar,1d,0
13329,Sunny,7AM,Carry out & Take away,2h,1
19222,Rainy,7AM,Carry out & Take away,2h,0
19395,Sunny,10PM,Restaurant(20-50),1d,0
16058,Sunny,6PM,Restaurant(<20),2h,1
11039,Sunny,6PM,Restaurant(<20),2h,1
15953,Sunny,6PM,Coffee House,2h,0
11140,Sunny,7AM,Restaurant(20-50),1d,0
15185,Sunny,10PM,Bar,1d,0
13212,Sunny,2PM,Carry out & Take away,1d,1
16384,Sunny,7AM,Coffee House,1d,0
19634,Snowy,10PM,Restaurant(<20),2h,0
17004,Sunny,10PM,Restaurant(<20),2h,1
10827,Sunny,7AM,Carry out & Take away,2h,1
14578,Sunny,6PM,Coffee House,1d,0
13386,Sunny,2PM,Coffee House,1d,0
13936,Sunny,2PM,Coffee House,1d,1
10624,Sunny,6PM,Bar,1d,0
17174,Sunny,10AM,Restaurant(<20),1d,1
21792,Sunny,6PM,Carry out & Take away,2h,1
17579,Snowy,7AM,Restaurant(<20),2h,1
17881,Sunny,7AM,Restaurant(<20),1d,1
10203,Sunny,2PM,Coffee House,2h,0
15769,Sunny,6PM,Restaurant(20-50),2h,0
12944,Sunny,2PM,Carry out & Take away,1d,1
17927,Sunny,10AM,Restaurant(<20),1d,1
15629,Sunny,7AM,Carry out & Take away,1d,1
16488,Sunny,7AM,Coffee House,2h,0
22639,Sunny,10PM,Bar,2h,0
19825,Sunny,10PM,Restaurant(<20),1d,1
12552,Sunny,6PM,Restaurant(20-50),1d,1
10422,Sunny,6PM,Bar,1d,1
14596,Sunny,10AM,Coffee House,1d,0
22082,Rainy,7AM,Carry out & Take away,1d,1
11727,Sunny,2PM,Carry out & Take away,1d,1
17312,Sunny,10PM,Restaurant(<20),2h,0
19475,Sunny,6PM,Restaurant(20-50),2h,1
18582,Sunny,7AM,Restaurant(<20),1d,1
17966,Rainy,7AM,Restaurant(<20),2h,0
16003,Sunny,7AM,Coffee House,1d,1
13025,Sunny,7AM,Coffee House,2h,0
17223,Sunny,6PM,Coffee House,1d,0
15176,Sunny,2PM,Restaurant(<20),2h,0
13658,Sunny,6PM,Coffee House,2h,1
10921,Sunny,7AM,Carry out & Take away,2h,1
12640,Sunny,6PM,Coffee House,2h,0
17631,Rainy,10AM,Carry out & Take away,2h,0
18658,Snowy,10AM,Carry out & Take away,1d,0
18528,Sunny,2PM,Restaurant(20-50),1d,1
10551,Sunny,2PM,Coffee House,1d,0
17577,Sunny,6PM,Bar,2h,0
12461,Sunny,10AM,Bar,2h,0
13266,Sunny,7AM,Coffee House,2h,1
17925,Sunny,7AM,Restaurant(<20),1d,1
17802,Snowy,10PM,Carry out & Take away,1d,1
15737,Sunny,7AM,Carry out & Take away,1d,1
14664,Sunny,6PM,Restaurant(<20),1d,1
20167,Rainy,10AM,Coffee House,1d,1
10234,Sunny,7AM,Carry out & Take away,2h,0
21301,Sunny,10PM,Bar,1d,0
18554,Snowy,10PM,Restaurant(20-50),2h,0
12936,Sunny,7AM,Restaurant(<20),1d,1
11548,Sunny,10AM,Carry out & Take away,2h,0
16503,Sunny,2PM,Restaurant(<20),2h,1
16417,Sunny,6PM,Coffee House,1d,1
19078,Sunny,6PM,Carry out & Take away,1d,1
22649,Sunny,6PM,Restaurant(<20),2h,1
19442,Sunny,7AM,Coffee House,1d,1
21951,Snowy,7AM,Coffee House,1d,1
10321,Sunny,7AM,Restaurant(<20),1d,1
19187,Rainy,10PM,Restaurant(20-50),2h,0
10220,Sunny,6PM,Restaurant(<20),2h,1
18870,Sunny,10PM,Coffee House,1d,0
20161,Sunny,7AM,Coffee House,1d,1
10410,Sunny,10AM,Coffee House,2h,1
18253,Snowy,7AM,Restaurant(20-50),1d,0
11836,Sunny,2PM,Coffee House,2h,1
11523,Sunny,2PM,Restaurant(<20),1d,1
16924,Snowy,10PM,Restaurant(20-50),2h,0
15661,Sunny,6PM,Coffee House,1d,0
21061,Sunny,10PM,Bar,1d,0
19319,Rainy,10PM,Restaurant(20-50),2h,1
14483,Sunny,2PM,Restaurant(<20),2h,1
12475,Sunny,10AM,Coffee House,2h,0
10652,Sunny,7AM,Carry out & Take away,2h,0
22524,Sunny,6PM,Restaurant(<20),2h,1
19817,Sunny,2PM,Restaurant(20-50),1d,1
12544,Sunny,2PM,Coffee House,1d,1
13114,Sunny,2PM,Restaurant(<20),1d,1
21511,Sunny,6PM,Restaurant(20-50),1d,1
19958,Snowy,10PM,Restaurant(<20),2h,0
11878,Sunny,10AM,Carry out & Take away,2h,1
10099,Sunny,2PM,Carry out & Take away,1d,1
12497,Sunny,10AM,Carry out & Take away,2h,0
15620,Sunny,6PM,Coffee House,2h,0
19569,Snowy,10PM,Restaurant(<20),2h,1
19324,Sunny,6PM,Restaurant(20-50),1d,1
10841,Sunny,2PM,Restaurant(<20),1d,0
16078,Sunny,6PM,Coffee House,1d,1
10237,Sunny,2PM,Restaurant(<20),1d,1
17614,Snowy,10PM,Restaurant(20-50),2h,1
21587,Rainy,7AM,Carry out & Take away,1d,1
22651,Sunny,10PM,Restaurant(20-50),2h,0
11499,Sunny,7AM,Restaurant(<20),1d,1
19584,Sunny,10PM,Restaurant(20-50),1d,0
20729,Sunny,10PM,Restaurant(20-50),1d,0
15112,Sunny,6PM,Coffee House,1d,0
12953,Sunny,6PM,Coffee House,2h,0
21642,Sunny,10AM,Restaurant(<20),2h,0
16709,Snowy,7AM,Carry out & Take away,1d,1
14090,Sunny,2PM,Coffee House,1d,0
21306,Sunny,10AM,Restaurant(<20),2h,1
14351,Sunny,10AM,Coffee House,1d,0
21353,Sunny,6PM,Carry out & Take away,2h,1
14024,Sunny,2PM,Coffee House,1d,1
14812,Sunny,2PM,Coffee House,1d,1
11428,Sunny,6PM,Coffee House,2h,1
17036,Rainy,7AM,Restaurant(<20),2h,1
12784,Sunny,2PM,Coffee House,1d,1
15170,Sunny,7AM,Coffee House,1d,1
11276,Sunny,7AM,Bar,1d,0
17904,Sunny,10AM,Coffee House,1d,1
20721,Rainy,7AM,Bar,1d,1
14285,Sunny,2PM,Restaurant(<20),2h,1
20402,Rainy,7AM,Bar,1d,0
13449,Sunny,10AM,Coffee House,2h,1
15751,Sunny,6PM,Coffee House,1d,1
15198,Sunny,10AM,Restaurant(<20),1d,0
16442,Sunny,10PM,Carry out & Take away,1d,1
13049,Sunny,10AM,Coffee House,2h,1
20663,Sunny,10AM,Coffee House,2h,0
15291,Sunny,6PM,Bar,2h,1
20176,Sunny,6PM,Carry out & Take away,1d,1
22144,Sunny,6PM,Restaurant(20-50),1d,0
15055,Sunny,7AM,Coffee House,2h,1
18236,Sunny,10AM,Coffee House,1d,1
18394,Rainy,10PM,Bar,2h,0
18481,Rainy,10PM,Bar,2h,0
15484,Sunny,6PM,Restaurant(20-50),2h,0
17134,Sunny,2PM,Restaurant(20-50),2h,0
21807,Snowy,2PM,Restaurant(<20),1d,1
12667,Sunny,7AM,Coffee House,2h,1
17256,Sunny,10PM,Carry out & Take away,2h,1
11707,Sunny,10AM,Carry out & Take away,2h,1
15080,Sunny,7AM,Carry out & Take away,1d,1
19926,Sunny,10PM,Carry out & Take away,1d,1
10950,Sunny,2PM,Coffee House,1d,1
20454,Sunny,2PM,Coffee House,1d,1
20178,Rainy,6PM,Bar,1d,0
19735,Rainy,10PM,Restaurant(20-50),2h,1
16477,Sunny,2PM,Coffee House,1d,0
19082,Sunny,10PM,Restaurant(20-50),1d,1
18464,Sunny,6PM,Carry out & Take away,2h,1
10975,Sunny,10AM,Restaurant(<20),2h,1
19553,Snowy,7AM,Carry out & Take away,1d,1
21673,Sunny,10PM,Bar,2h,0
11368,Sunny,7AM,Coffee House,2h,0
10377,Sunny,6PM,Coffee House,2h,0
18660,Sunny,10AM,Coffee House,1d,0
19622,Sunny,10PM,Coffee House,1d,1
14671,Sunny,10PM,Carry out & Take away,1d,1
16072,Sunny,2PM,Restaurant(<20),2h,1
16198,Sunny,10AM,Restaurant(20-50),2h,0
10061,Sunny,7AM,Bar,1d,0
10661,Sunny,2PM,Carry out & Take away,1d,1
16988,Sunny,6PM,Carry out & Take away,2h,1
18780,Sunny,10AM,Coffee House,1d,1
18668,Snowy,7AM,Restaurant(<20),2h,0
22589,Sunny,7AM,Restaurant(20-50),2h,0
11185,Sunny,6PM,Bar,1d,1
17106,Sunny,7AM,Restaurant(<20),1d,1
17423,Rainy,10PM,Bar,2h,1
21459,Sunny,10AM,Carry out & Take away,2h,1
15821,Sunny,6PM,Coffee House,2h,0
15290,Sunny,6PM,Restaurant(<20),1d,1
16252,Sunny,7AM,Coffee House,2h,0
20267,Sunny,7AM,Bar,1d,0
21284,Rainy,2PM,Carry out & Take away,2h,0
10745,Sunny,10AM,Carry out & Take away,2h,1
12589,Sunny,2PM,Restaurant(<20),1d,1
14797,Sunny,6PM,Coffee House,2h,0
19641,Snowy,7AM,Carry out & Take away,1d,0
10902,Sunny,2PM,Restaurant(<20),1d,1
17011,Snowy,6PM,Coffee House,1d,0
20994,Sunny,10PM,Bar,2h,1
15506,Sunny,10AM,Restaurant(20-50),2h,0
10172,Sunny,7AM,Restaurant(20-50),1d,1
20427,Sunny,10PM,Coffee House,1d,1
20647,Sunny,2PM,Bar,1d,1
22279,Snowy,7AM,Coffee House,1d,1
20441,Sunny,7AM,Bar,1d,1
15655,Sunny,2PM,Restaurant(<20),2h,0
16490,Sunny,7AM,Restaurant(20-50),2h,0
17554,Rainy,6PM,Carry out & Take away,2h,0
19744,Sunny,10PM,Restaurant(20-50),1d,1
13822,Sunny,2PM,Restaurant(<20),1d,1
21131,Sunny,10AM,Restaurant(<20),2h,1
17672,Snowy,10AM,Carry out & Take away,1d,1
11835,Sunny,2PM,Coffee House,1d,1
13238,Sunny,2PM,Coffee House,2h,1
14636,Sunny,6PM,Restaurant(<20),1d,1
21868,Snowy,6PM,Bar,1d,1
17515,Sunny,2PM,Coffee House,1d,1
14745,Sunny,6PM,Restaurant(<20),1d,1
16139,Sunny,6PM,Restaurant(<20),1d,1
16238,Sunny,2PM,Restaurant(<20),2h,1
11434,Sunny,7AM,Coffee House,2h,0
12390,Sunny,2PM,Coffee House,1d,0
14176,Sunny,6PM,Restaurant(<20),1d,1
18285,Snowy,10AM,Carry out & Take away,1d,1
14320,Sunny,7AM,Coffee House,2h,0
10029,Sunny,2PM,Restaurant(<20),1d,1
13506,Sunny,6PM,Restaurant(20-50),1d,1
21618,Sunny,10AM,Carry out & Take away,2h,1
21740,Rainy,10AM,Bar,1d,0
18433,Sunny,10AM,Coffee House,1d,0
16133,Sunny,7AM,Carry out & Take away,1d,1
17847,Sunny,10AM,Bar,1d,1
20785,Sunny,6PM,Carry out & Take away,2h,1
22047,Sunny,10AM,Carry out & Take away,2h,0
13498,Sunny,2PM,Carry out & Take away,1d,1
20499,Rainy,6PM,Bar,1d,0
14482,Sunny,2PM,Coffee House,1d,1
13417,Sunny,6PM,Bar,1d,1
11084,Sunny,2PM,Carry out & Take away,1d,1
17665,Sunny,6PM,Coffee House,2h,1
16940,Snowy,10AM,Carry out & Take away,1d,1
14339,Sunny,6PM,Coffee House,2h,0
16138,Sunny,2PM,Restaurant(<20),2h,0
15945,Sunny,10AM,Restaurant(20-50),2h,1
11192,Sunny,7AM,Restaurant(<20),1d,0
14784,Sunny,7AM,Carry out & Take away,1d,1
14338,Sunny,6PM,Restaurant(<20),2h,1
16385,Sunny,10AM,Bar,1d,0
12156,Sunny,7AM,Bar,1d,0
17819,Sunny,2PM,Restaurant(20-50),2h,1
12369,Sunny,2PM,Carry out & Take away,1d,1
15987,Sunny,2PM,Restaurant(<20),2h,0
10859,Sunny,10AM,Coffee House,2h,1
10795,Sunny,10AM,Carry out & Take away,2h,1
20830,Snowy,2PM,Restaurant(<20),1d,1
19601,Rainy,10AM,Coffee House,1d,0
21343,Sunny,7AM,Restaurant(20-50),2h,0
12849,Sunny,2PM,Coffee House,2h,0
21849,Snowy,2PM,Restaurant(<20),1d,0
17999,Snowy,10PM,Carry out & Take away,1d,1
20839,Snowy,10PM,Carry out & Take away,1d,1
13099,Sunny,10AM,Restaurant(<20),2h,1
17434,Snowy,7AM,Restaurant(<20),2h,0
19912,Sunny,10PM,Bar,1d,0
14415,Sunny,6PM,Restaurant(<20),1d,1
15936,Sunny,7AM,Carry out & Take away,1d,0
14568,Sunny,10AM,Coffee House,2h,1
10084,Sunny,7AM,Restaurant(20-50),1d,1
13328,Sunny,7AM,Restaurant(20-50),1d,0
21441,Snowy,10AM,Restaurant(<20),1d,1
16833,Sunny,6PM,Bar,2h,0
19069,Rainy,10AM,Coffee House,1d,1
10497,Sunny,10AM,Carry out & Take away,2h,0
21589,Snowy,7AM,Bar,1d,1
14021,Sunny,10AM,Coffee House,2h,1
17720,Rainy,10PM,Coffee House,1d,0
17948,Rainy,6PM,Carry out & Take away,2h,0
12648,Sunny,10AM,Coffee House,2h,1
10456,Sunny,2PM,Coffee House,1d,1
15494,Sunny,7AM,Coffee House,2h,0
18016,Sunny,6PM,Coffee House,2h,1
12003,Sunny,7AM,Restaurant(20-50),1d,0
19259,Sunny,6PM,Carry out & Take away,1d,1
17815,Sunny,7AM,Restaurant(<20),1d,1
15597,Sunny,6PM,Restaurant(<20),2h,1
16654,Sunny,6PM,Coffee House,2h,1
13750,Sunny,7AM,Coffee House,2h,1
20616,Sunny,7AM,Restaurant(<20),1d,1
19946,Sunny,10PM,Coffee House,1d,1
20612,Sunny,10PM,Restaurant(20-50),1d,1
17443,Sunny,6PM,Coffee House,1d,1
15454,Sunny,7AM,Carry out & Take away,1d,1
17516,Sunny,6PM,Carry out & Take away,2h,1
14716,Sunny,7AM,Coffee House,2h,1
10557,Sunny,10AM,Coffee House,2h,1
12295,Sunny,10AM,Carry out & Take away,2h,0
19349,Rainy,6PM,Bar,1d,0
19346,Sunny,6PM,Restaurant(20-50),1d,0
21550,Sunny,10PM,Bar,1d,1
18937,Rainy,10AM,Coffee House,1d,1
11501,Sunny,2PM,Restaurant(<20),1d,1
20268,Rainy,7AM,Carry out & Take away,2h,0
10513,Sunny,7AM,Restaurant(20-50),1d,0
19380,Sunny,10AM,Coffee House,2h,1
18072,Snowy,6PM,Coffee House,1d,0
12816,Sunny,7AM,Coffee House,2h,1
21404,Sunny,10PM,Restaurant(<20),2h,0
21627,Sunny,6PM,Carry out & Take away,1d,1
20507,Snowy,7AM,Carry out & Take away,1d,0
18541,Sunny,2PM,Restaurant(20-50),2h,1
19366,Snowy,2PM,Bar,1d,1
16575,Sunny,10PM,Restaurant(<20),2h,0
21095,Sunny,10PM,Restaurant(20-50),1d,1
12380,Sunny,10AM,Bar,1d,1
10821,Sunny,6PM,Coffee House,2h,0
11811,Sunny,10AM,Carry out & Take away,2h,1
15444,Sunny,10PM,Carry out & Take away,1d,1
21454,Sunny,10PM,Restaurant(20-50),2h,0
17848,Rainy,10AM,Carry out & Take away,2h,1
15912,Sunny,7AM,Coffee House,2h,0
20388,Sunny,10AM,Coffee House,1d,1
21328,Rainy,2PM,Carry out & Take away,2h,1
20225,Sunny,7AM,Coffee House,1d,1
17427,Sunny,6PM,Carry out & Take away,2h,1
21224,Rainy,10PM,Coffee House,2h,0
14662,Sunny,10AM,Coffee House,1d,1
12285,Sunny,6PM,Restaurant(20-50),1d,0
19066,Sunny,10AM,Coffee House,2h,1
20348,Sunny,6PM,Restaurant(20-50),1d,1
14867,Sunny,7AM,Coffee House,2h,1
17352,Sunny,6PM,Coffee House,1d,1
19861,Rainy,10PM,Restaurant(20-50),2h,1
12491,Sunny,7AM,Carry out & Take away,2h,1
10769,Sunny,2PM,Coffee House,1d,1
13531,Sunny,7AM,Bar,1d,1
20773,Sunny,7AM,Coffee House,1d,1
11424,Sunny,2PM,Restaurant(<20),1d,0
14531,Sunny,2PM,Restaurant(<20),2h,0
